,GSM1519728_Ji-Batch3-1_PrimeView_.CEL.gz,GSM1519729_Ji-Batch3-10_PrimeView_.CEL.gz,GSM1519730_Ji-Batch3-11_PrimeView_.CEL.gz,GSM1519731_Ji-Batch3-12_PrimeView_.CEL.gz,GSM1519732_Ji-Batch3-13_PrimeView_.CEL.gz
RUNX2,7.825444265,7.783350931,8.079881727,7.908297587,7.940781969
APOBEC2,4.692682749,4.94441729,4.727407549,4.920351164,4.592616353
APOBEC1,5.404009202,5.501995688,5.410286812,5.643140381,5.700626869
RUNX1,5.804227388,5.848309811,5.800970499,5.590411187,5.678875479
DEFB110,4.460577106,4.514263612,4.509096128,4.257425452,4.379954293
FRA10AC1,6.713545392,6.574672154,6.408297839,6.450438285,6.520099257
FABP2,3.852347986,3.816442086,3.867408356,3.973685041,3.877720271
SFXN5,7.059504298,7.272810721,6.976816611,7.195012525,7.257243181
HHIPL1,6.030193355,5.933830728,5.688649215,6.117638563,5.987063555
CCDC88C,7.824043659,7.373660136,6.015638212,7.636535394,7.548342836
DOCK8,11.6543252,8.701034914,9.272313496,11.90089277,12.20807562
DOCK9,7.748251455,7.831648903,8.180095385,7.774782193,8.324782104
LOC100509844,4.279325678,4.127326227,4.252444326,4.34989485,4.315573019
GRIA2,4.277988488,4.181329355,4.188308838,4.171706565,4.038963743
ZNF75A,6.915911773,6.836150662,6.892966912,6.744982209,6.84895155
GRIA1,5.052275557,5.11146587,5.165428242,5.140835913,5.256575991
ZNF75D,6.91457416,6.817315402,6.72952715,6.714184617,6.567805744
KIF26A,4.122966205,4.107771894,4.442896978,3.846060403,3.978405457
DOCK4,5.320198821,5.393163359,5.007518982,5.24788363,5.1106697
DOCK5,7.414100008,6.877669057,6.869902572,7.148721971,6.533065119
FGF9,5.183817257,5.158766468,4.970002109,5.063463615,5.006590778
SAAL1,8.003525752,7.581650137,7.756449193,7.732432495,7.795884407
MAU2,11.12002327,11.21170277,11.25635907,11.11462035,11.05026505
ACSBG1,5.022468295,5.347585545,5.075607749,5.178267246,5.139851169
ACSBG2,4.25570618,4.145699258,4.249104812,4.170331217,4.300824593
TNFRSF12A,6.864612933,6.950412305,6.789044748,6.957310164,6.603723515
FAM184A,5.216098934,5.442522049,5.479716729,5.203761566,5.643621205
FAM184B,4.364443491,4.550203563,4.743339444,4.597910157,4.43794476
JUB,4.667506383,4.46301061,4.540849267,4.286264809,4.557106672
SLC23A1,4.822091682,4.702059843,4.629495282,4.62354962,4.793688467
SLC9A6,7.030403175,7.165831217,7.117404866,6.994724216,6.971923264
SLC9A7,6.604281224,6.071236117,6.192134653,6.174331641,6.2028065
LRRC66,3.778692064,4.284058125,4.638936873,4.706039277,5.276520663
HSPH1,7.69156498,8.477008119,8.448434243,9.076611409,7.534307299
SLC9A2,4.155626669,4.10636906,4.172983934,4.099402313,4.007949434
SUPT7L,7.008761057,7.249992247,7.259534205,7.02484672,7.148228319
LIM2,6.065558443,6.068674952,6.046699527,6.199931595,6.016186565
TNRC18,8.185379007,8.309919234,7.944789094,8.06496116,7.857923575
SLC9A8,7.46945937,7.446896591,7.303477784,7.332662465,7.321265548
SLC23A3,5.768930545,5.463920785,5.621724535,5.781925072,5.570755247
FGF8,5.254447165,5.610586177,5.352834316,5.393163359,5.402144701
PLEKHB1,7.168299112,7.328342534,7.127682856,7.144493827,7.177387786
C8orf47,4.089775182,3.792976836,3.90353113,3.8389691,3.854309512
JUP,6.585005994,7.068319657,6.924973122,6.841003785,6.630075578
PLEKHB2,7.796513275,7.802498243,7.832655416,7.61475009,7.693955441
SCNN1B,6.474890265,6.579082313,6.591306237,6.418739807,6.416099238
SCNN1A,6.210797368,6.198376125,6.167840977,6.434876746,6.312958298
C11orf59,10.49088179,10.63652065,10.45267345,10.51454961,10.48467127
OR2AG2,6.243122803,6.445520457,6.327545825,6.290863225,6.293629282
EIF2C4,8.413307034,8.442461889,8.33399502,8.321430235,7.993803923
FAM98C,8.163744614,7.954799618,7.79455245,7.843016385,7.732073572
ARHGEF37,6.207616061,6.63094592,6.620714865,6.558161258,6.376339088
PLCB2,8.396840964,8.661390586,8.180524698,8.426074501,8.411579807
PLCB3,6.236233002,6.480563756,6.386304601,6.396682242,6.457535263
PLCB4,4.276855517,4.327813251,4.139263578,4.209256494,4.214851698
CYP4Z1,3.797810953,3.839464236,3.784270585,3.80372942,4.623791188
MAPT,6.230109926,5.949417741,5.929433163,6.10013071,5.986283554
SEC13,8.637872047,8.626045888,8.811986323,8.892868573,8.87883913
SLAMF8,7.129546077,7.295588451,7.190250037,7.22588645,7.346536771
CLEC9A,5.947062276,5.192331282,6.728148835,6.10902483,5.597660166
ARHGEF38,4.258427887,4.208158143,4.225833099,4.022912617,4.238412174
FAM166B,5.246967162,5.196302324,5.242097506,5.524410304,5.308507265
GIMAP8,8.955470986,8.883815365,9.195731274,8.676843953,8.992906655
B4GALNT1,4.415715366,4.582228214,4.298849366,4.439483547,4.442896978
LOC286052,8.87636876,9.151141807,9.370939902,8.856068259,8.728356702
GIMAP4,8.181208666,10.70039965,8.042465815,11.76674255,12.02563743
GIMAP5,11.92304223,11.57910638,11.88479992,10.93148739,11.53852425
GIMAP6,6.067909433,7.087654928,5.783622667,6.935493565,6.420290776
GIMAP7,11.82196303,11.14088345,10.97762003,10.83948568,11.11725147
GIMAP1,9.10814338,9.09553348,9.11165745,8.811986323,9.18748124
GIMAP2,10.92892502,10.33757664,11.03359372,10.50267247,10.67935193
SCUBE2,3.994437416,4.31391704,3.907647087,4.076542285,4.189907603
SCUBE3,6.169443903,6.160055867,6.225428545,6.165568696,6.127571761
NCRNA00288,5.138312518,5.704833067,5.20277272,5.00980862,5.274366182
SCUBE1,5.856405373,5.85717011,5.827016411,5.780386401,5.849476798
ESR2,5.349201998,5.109634702,5.339409316,5.421420791,5.60963028
ESR1,5.822461761,5.485100295,5.62059319,5.851408224,5.887706831
BCO2,5.599191471,5.734286752,5.423006303,5.537007274,5.39362212
FGF6,5.617329942,5.549013009,5.412276156,5.526804926,5.604424044
CYP2F1,6.531150868,6.577671051,6.744719912,6.749362655,6.827105329
NCRNA00287,7.642156209,7.487596757,7.622382545,7.826565422,8.052252034
KRT84,5.858984112,6.046450619,5.882855442,5.982775153,5.875222594
RHBDF1,5.138528636,5.602336941,5.604424044,5.613436065,5.468984892
RHBDF2,7.038273634,7.122651889,7.083318214,7.067072453,6.881777877
CCDC86,6.966487455,6.872062243,6.805888648,6.809749091,6.970304284
ZNF750,4.391497101,4.575230382,4.166254878,4.260457977,4.277476749
CCDC73,4.696041864,4.56648851,4.566052348,4.604694762,4.643924575
MYOM3,5.091151833,4.925400574,5.189835022,5.340271222,5.430052701
SMN2,6.445520457,5.60682257,6.274130446,5.259749781,5.788489663
MYOM1,5.767474961,5.911810892,5.69362803,5.581624468,5.462199828
NDST3,4.028133622,3.975439339,4.090311539,3.877720271,3.909994726
EARS2,6.596963462,6.42903161,6.377333314,6.346644072,6.360607963
PHF15,6.995638296,6.970044155,6.882961161,7.088180475,6.956760862
NDST4,4.953238093,5.038776836,4.845965392,4.930958896,4.933116054
RPP30,5.542808444,5.596154495,5.713274084,5.375659442,5.496996716
OR52W1,5.685174855,5.583620055,5.721519833,5.709269635,5.59355239
POLA1,7.387674968,7.685508558,7.513009517,7.627803422,7.56654094
OR2K2,5.167604112,5.196030556,5.199644012,5.476193986,5.2605061
STK11,7.872836263,8.117346379,7.884552553,8.468009752,8.020626863
TBX3,4.55353778,4.622641616,4.470335073,4.568322335,4.618239598
FBXO2,6.439687033,5.986283554,5.948110054,6.091161317,6.034811375
FBXO3,7.38101052,7.208999168,7.409136343,7.399727494,7.361303328
TBX6,6.534120975,6.541253795,6.29605931,6.805400457,6.687103153
FBXO5,6.894432166,6.937952053,7.234093386,7.419647096,7.427875477
CTNND1,5.515520497,5.364878674,5.662625133,5.358960002,5.405018423
TBX5,4.781495683,4.423981427,4.584856357,4.4041898,4.299804759
FBXO8,8.287068768,8.241943594,8.374690763,8.330643995,8.451469029
FBXO9,11.16514289,11.87061146,11.71310568,12.06595232,11.69105034
COLQ,6.395644218,6.231726719,6.353792743,6.373694102,6.240036662
A2M,4.830744985,5.08379944,4.948280771,5.009067971,4.944610021
KLRF1,7.749338436,6.770861558,7.648673413,7.857923575,7.225014171
TMEM38A,5.906772468,6.094624956,5.796784515,6.123854835,6.026101401
NAV1,5.447503422,5.337356488,5.451035265,5.276148431,5.418052702
ZNF536,5.248305113,5.338932301,5.557824512,5.304122554,5.193800167
HACE1,5.6492492,5.608223189,5.61585985,5.639160317,5.590228653
C18orf25,7.969375806,8.070564789,8.047905811,8.00463123,7.719916168
OR5AP2,4.320889984,4.380194386,4.305713914,4.386512544,4.392043731
ZNF532,5.632576173,6.049622304,5.876553338,5.68960067,5.898184354
C18orf26,3.751478877,3.916050859,4.673188042,4.695752275,5.166258513
KLK3,4.968483238,5.018596302,4.795003588,5.08804666,4.937773445
CSNK1D,6.525926151,7.3096161,6.747915793,7.235674494,9.133500129
SERPINF2,6.343022771,6.58183374,6.330308508,6.557638263,6.467646616
CSNK1E,7.388639075,7.300921266,7.415553616,7.401911895,7.480447295
GSTO2,5.150399831,5.032803143,5.085238973,5.059466271,4.924826824
QSER1,7.61144031,7.505229507,7.273083883,7.146432877,7.403995393
TAL1,7.663522687,7.910438144,8.484968022,8.296637119,8.186137422
C1orf9,6.609622022,5.864026391,6.565324056,6.250932261,6.090580775
TAL2,4.653442647,4.861138437,4.885050636,4.735151232,5.012957228
C17orf91,7.218315356,6.976010883,7.214998494,7.417899002,6.709394006
LIG3,5.552727968,5.499035335,5.523957387,5.765693101,5.358209098
APEH,9.345380597,9.505267764,9.205971996,9.219116294,9.231196376
EIF2C3,7.632528374,7.686894152,7.851174747,7.519997687,7.556808315
CHST13,6.876397872,6.3824731,6.171595445,6.883760591,7.000892369
CHSY1,6.628529159,6.380434401,6.229829641,6.417458765,6.181867055
NT5DC3,6.105154784,6.283432167,5.900215998,5.938832776,6.139140278
NT5DC1,7.50900956,7.818386805,8.083887825,7.666801908,7.89743697
LCE2C,4.928477496,4.753070999,4.857907305,4.74143302,4.79169248
EZH1,5.317144311,5.186965992,5.143563414,5.060258267,7.752614748
LCE2A,5.173352687,5.014798328,4.976083624,5.093854922,5.359270115
HLA-A,4.779820369,4.769101325,4.725771676,5.166258513,7.23414074
LOC285501,4.269707746,3.964414313,3.959685837,3.884521196,3.999881255
LCE2D,4.268080559,4.281543033,4.343730314,4.130618537,4.240414301
PRRT4,6.965274019,7.032625105,6.977057056,7.345893456,7.178290593
ATL3,8.731796408,8.892278281,8.49921079,8.302729658,8.36667444
ATL2,6.935493565,6.622027717,6.746277669,6.823545861,6.477661102
ATL1,4.809347529,4.962432196,5.247210053,5.140122916,4.811428826
ZNF665,3.901308128,4.138022998,3.991837675,3.881410987,3.886405295
RUSC2,4.987238554,5.121067491,4.879616116,5.433080506,5.1030792
DNAJC4,7.853385552,7.870427202,7.662905572,7.843999572,7.871602085
RUSC1,6.758295965,6.660145471,6.740977312,6.780562504,6.785388588
PPIH,8.504421439,8.178397301,8.186518328,8.167080041,8.235532098
PPIG,8.716975422,8.39153174,8.299674815,8.201077459,8.451001546
PPIF,7.611115438,7.467281101,7.640312382,7.517957534,7.313852804
PPIE,8.907590306,8.781819358,8.795886499,8.664782312,8.641254103
PPID,8.989123887,8.868221468,9.181560301,8.84521035,9.049450053
PPIC,4.371409093,4.403691189,4.438463645,4.31391704,4.134871751
PPIB,9.08269478,9.876046242,9.858124254,12.17043322,11.85093148
C14orf4,11.31778803,10.66622924,11.4265611,11.09242726,10.96897049
SLC5A5,5.211746358,5.010519281,5.316500785,5.242287569,5.131854137
ISCU,4.583408859,4.51479542,4.740168899,4.792678338,4.765095034
C21orf118,5.238319373,4.916075283,5.018596302,4.891180247,5.004932905
CAMSAP1,7.403995393,7.382402304,7.442795655,7.296733723,7.405490791
SNTB2,7.210339698,6.978922585,7.25446294,6.898643815,6.836953631
C1orf126,4.200925303,4.123813374,4.031847564,3.846875793,4.08870975
SNTB1,6.561070483,6.256731079,6.157496471,5.945103562,6.340651387
SLC5A7,3.899753776,3.80372942,3.820841877,3.836651201,3.822269955
DNAJC1,9.24952762,9.007781073,9.215766094,8.970174866,8.579220805
CORO1B,6.647497715,6.920733052,6.627188075,6.739710862,6.585706507
CORO1C,7.609633541,7.318008291,7.615987632,7.297255208,7.148994476
CORO1A,5.282715542,7.848688228,7.839969872,10.73710596,12.03427571
RING1,7.657986664,7.677299373,7.641510947,6.014590537,7.660046912
SLC5A9,6.403454505,6.877904566,6.674481848,6.689929293,6.545533106
MOXD1,5.497203941,5.42683232,5.557513901,5.464902443,5.290949183
SCAMP2,9.646156308,9.698375019,9.952938102,9.740645077,9.952938102
PRR15L,6.926817701,6.77832909,6.613620353,7.026480256,6.869219279
MID2,6.191427217,6.370949767,6.209990275,6.169636431,6.327545825
LHX5,5.817496333,5.942014377,6.507726438,6.565878137,6.280297754
MID1,4.254437635,4.23549926,4.25570618,4.117537422,4.147161961
DCPS,8.96239174,8.692435283,8.590773924,8.601903332,8.652485213
RPGRIP1L,4.519399433,4.292992905,4.438713602,4.370641513,4.394081954
WASF1,4.229317852,4.33210744,4.410282662,4.217404324,4.310897207
WASF2,5.319449319,5.677432187,5.247210053,5.598329845,5.124423249
WASF3,5.806893029,6.106681132,5.711994267,6.113183356,6.474649268
TRAF7,7.782630497,7.614385358,7.586793143,7.770384817,7.62845395
FAS,9.438433619,9.265503564,9.452994712,9.772944706,8.764862277
FAP,4.120956468,3.81812593,3.980468561,3.964740737,3.779464342
NPAS4,5.872823449,5.85248266,5.78340693,5.891775132,5.837681959
NPAS3,5.140564022,5.49579788,5.215409933,5.198617494,5.232210286
NPAS2,4.680432974,4.828703492,4.923065131,4.817563881,4.983127733
NPAS1,7.86790997,7.937037914,7.90646791,8.103504852,8.059535171
FAU,4.679208612,5.199227726,5.151342698,6.880414147,8.743893138
FAH,6.274130446,6.346644072,6.445794704,6.515385953,6.332453002
SRP9,9.411253396,9.195062807,9.346297039,9.417955387,9.385027087
HNRNPA2B1,10.44563469,10.86150408,11.16148806,10.37689437,10.66157032
LHX6,5.139851169,5.245116336,5.203276505,5.065728673,4.831730647
HS3ST3B1,6.892711723,6.605348436,6.856706916,6.945078505,6.882305513
DCP2,4.739422921,4.928477496,4.791123321,4.83454597,4.676722376
NXPH4,7.221647058,7.354586557,7.195347249,7.522222333,7.481829775
NRF1,6.001510172,5.859817048,5.867998051,5.626996992,5.763491553
SLC47A2,5.171292984,5.290949183,5.227871652,5.075174862,5.148645225
AMY2B,7.265458296,7.357576193,7.728736896,6.996608835,7.139980062
LPHN2,3.923823624,3.888502372,4.065218708,3.938868922,3.898740464
MYCT1,5.494383264,5.514597595,5.651959929,5.303138505,5.37975328
HDGFRP2,8.245773562,8.204571868,8.207076266,8.170547631,8.095855907
SORT1,7.936392975,8.251104146,8.192117179,7.612438165,7.880842841
AP4E1,4.586978184,4.395481029,4.478280448,4.396600468,4.398860334
LOC643406,4.584215237,4.405616353,4.433933366,4.373780146,4.268977716
TMEM95,6.998050873,7.09249659,7.130109788,7.13715118,7.369471241
LZIC,7.061577797,7.213449829,7.366702179,7.179217457,7.172822065
MIDN,8.693720985,8.476235987,8.507482749,8.682648565,8.388074141
TSPAN2,8.37043673,8.376092478,8.133617935,9.010699656,7.448488581
NCAPH2,6.856706916,6.710564377,6.536810942,6.864018619,6.73617858
SLC47A1,4.572651015,4.66653178,4.665077254,4.414052092,4.667506383
C7orf43,8.421069668,8.275499878,8.289626085,8.570490046,8.27247479
LOC284100,4.548146655,4.818579799,4.672890115,4.707088889,4.728385102
CCL14-CCL15,4.709200374,4.38677238,4.470967166,4.700053123,4.483360295
NAA50,7.975986399,7.687877751,7.965985789,7.781211712,7.716466479
DEFB104A,4.245681509,4.014581548,4.232695364,4.140636714,3.967104165
OR6N1,4.619566445,4.460039547,4.503844696,4.492925568,4.488093881
C14orf149,4.69691444,4.714916614,4.594614774,4.530973001,4.533249577
PURB,6.228844229,6.515075455,6.38735164,6.360607963,6.297737964
PURA,9.608885864,9.654490687,9.248481064,9.492418784,10.07440464
TSPAN1,5.642487211,5.468984892,5.608933706,5.622898568,5.746510441
PURG,4.166488951,4.369113269,4.191620444,4.392043731,4.423542545
CFDP1,7.163454989,7.352047658,7.167414346,7.132461328,6.990534936
CBS,6.240787398,5.877830521,5.726888595,6.057924887,5.314436773
TSPAN6,4.357079619,4.183574902,4.139557864,4.150012977,4.333217186
ATF6B,7.664378382,7.689504206,7.591115263,7.803998244,7.891644766
C14orf142,7.780552364,7.657986664,7.875751686,7.652456483,7.659263559
C14orf145,5.416161955,5.522279241,5.878708639,5.176251931,5.288060297
C14orf147,7.350058347,8.074197887,7.873166519,7.596301074,7.801851442
C7orf47,9.383885282,9.255283959,9.242831569,9.208510398,9.247427298
HECTD2,4.054818021,4.121824847,4.284703488,4.154847339,3.913312051
OAF,7.77133005,8.105901445,7.742120651,7.815847134,7.916290561
CIB3,6.772361114,6.967262309,7.025142109,6.897165666,6.959656008
PIBF1,5.30208983,5.053649072,5.57805317,5.029398198,5.630106904
MAN2B2,6.619364916,6.67231871,6.174986994,6.886966003,6.763425933
C7orf44,6.409387912,6.10058781,6.374903815,6.307096946,6.192974232
DUOXA1,6.307551157,6.118719337,5.977777786,6.439687033,6.406679956
MAN2B1,10.01349775,10.36563129,9.644579116,9.696754011,10.04603914
TSPAN5,9.800785892,10.5990718,10.7134324,10.68131003,9.853440844
CCS,8.488881089,8.659872172,8.55036238,8.768812943,8.594345778
LZTFL1,5.728741668,5.637035255,6.117160641,5.986283554,5.321270809
CCDC28B,6.581603487,6.237270225,6.814061967,6.477661102,6.443102893
ADAMTS20,4.461233522,4.54636213,4.496988962,4.539326691,4.489696041
CCDC28A,10.7859193,10.75106623,10.66842576,10.89311543,10.5753643
CCK,4.81189294,4.887918163,5.123506689,5.11146587,5.186481511
ADAD1,4.249629982,4.293441048,4.416199245,4.374060815,4.120956468
ADAD2,6.344059086,6.592200004,6.420290776,6.60780365,6.739114182
SPATA5,5.027154274,5.094815688,4.967024641,5.150399831,5.008081623
TSPAN9,6.890283751,7.06206434,7.18225246,7.47011358,7.515711219
EFHB,4.065535487,3.795238041,4.123520174,4.070861187,4.139263578
CCDC71,7.199299577,7.970226028,7.503300795,7.424371827,7.452477169
SNX20,7.376264039,7.476168029,7.008761057,7.039627503,6.999404101
FSTL4,5.233517338,4.98860639,5.082301615,5.290696421,5.225631656
OR5A1,4.950399171,5.398897201,5.259098122,4.882693067,5.124204482
FSTL3,5.761450659,5.833445772,5.813765439,5.538693681,5.751874431
FSTL1,6.149583125,6.153859915,6.529889277,6.315831003,6.214199537
PDE7A,8.85020416,8.504933949,8.385866224,8.582141771,8.25477393
TPPP3,6.617894045,6.859348454,6.400737652,6.81910528,6.473177581
TPPP2,3.889967907,4.03344238,3.9791916,3.786062441,3.885954254
FLII,10.88419303,11.00987348,10.80635115,10.57765846,10.50267247
FAM193B,8.063779436,7.854756255,7.942378426,7.817665052,7.728736896
KLHL29,5.318480362,5.554288542,5.549576019,5.522017428,5.525546747
PIP,4.383388471,4.575688456,4.555080089,4.397121372,4.375555797
PIR,3.967731875,4.12064765,4.181329355,4.050487557,3.81977201
LRRC37A,8.613616002,8.713308872,8.521581377,8.030078844,7.507825713
RALGAPA2,7.482877442,7.437394418,7.529938699,7.426788522,7.16158185
C1QL3,5.124643091,5.018094019,5.117721844,4.953687693,5.318723963
GTF3C2,7.78092968,7.816942766,7.851575555,7.631063554,7.811213995
COG8,7.913977026,7.918680762,7.953995896,7.878254339,7.869065814
NUF2,3.877720271,3.862597933,3.883525998,4.007566464,4.644030034
COG3,5.190898169,5.287788353,5.393398822,5.006365935,5.161633555
COG2,8.157454368,8.209765279,8.199073401,7.77750989,8.112760383
COG1,7.366702179,7.390209271,7.461071531,7.491313537,7.403012348
FLI1,8.402887517,7.296733723,8.680335803,8.513098005,7.433211967
COG6,6.091883967,5.818836584,5.784911229,5.64219593,5.956171501
COG5,7.471400008,7.935198873,7.455209181,7.774120367,7.564239253
COG4,9.05447226,9.101006101,8.995883716,8.99220411,8.844526953
C12orf49,6.528095085,6.526941074,6.573597611,6.441841505,6.404746846
C12orf48,3.981674401,4.056385839,4.178886029,4.257649248,3.949225534
KCTD10,8.113141212,7.954410705,7.988404828,8.066532328,8.045329633
IGHMBP2,7.637520182,7.469117355,7.072482434,7.700283806,6.991055798
GPR22,3.840482596,4.088205716,4.010180721,3.984177214,4.012698996
C12orf40,3.961738369,3.8319129,3.851915975,3.992997109,3.880224266
C12orf43,7.039096704,7.169369369,7.229929571,6.979805372,6.9998779
PI3,11.44385294,9.904280246,9.474401613,10.3746535,9.208510398
C12orf45,6.943636275,6.698010713,6.639633231,6.468586846,6.893201269
C12orf44,8.68482823,8.315872869,8.228590956,8.471646155,8.490478878
GPR25,5.44512197,5.456889631,5.501995688,5.640746113,5.482145838
KCNMB1,5.523957387,5.722384061,5.733832038,5.352834316,5.559257248
NFAT5,8.301289489,7.937898124,7.752614748,7.499267072,7.209324603
KCNMB3,6.088125362,5.959630673,5.842167076,5.80924424,6.03731492
KCNMB2,4.925978247,4.811428826,4.644172321,4.786427693,4.567151128
PNCK,4.818294669,4.466339445,4.455092271,4.678590019,4.686963518
KCNMB4,6.116167753,6.193785983,6.170170646,5.815030208,5.919341651
ZNF830,7.949656423,7.872404686,7.960274232,7.967005063,7.778767409
